AromaSense Herbal Analysis Data
Sample Name,jahe
Herbal Type,jahe
Export Date,2025-11-28T16:04:32.320302
Analysis Mode,Auto FSM
Total Data Points,7301
Final Duration,1825.00 s

Time (s),NO2 Sensor,Ethanol Sensor,VOC Sensor,CO Sensor,MiCS CO,MiCS Ethanol,MiCS VOC
349.000,0.93,0.84,0.22,0.04,1.41,0.77,0.37
349.250,0.93,0.84,0.22,0.04,1.41,0.77,0.37
349.500,0.93,0.84,0.22,0.04,1.41,0.77,0.37
349.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
350.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
350.250,0.93,0.84,0.22,0.04,1.41,0.77,0.37
350.500,0.93,0.84,0.22,0.04,1.41,0.77,0.37
350.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
351.000,0.93,0.84,0.22,0.04,1.41,0.77,0.37
351.250,0.93,0.84,0.22,0.04,1.41,0.77,0.37
351.500,0.93,0.84,0.22,0.04,1.47,0.81,0.39
351.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
352.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
352.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
352.500,0.93,0.84,0.22,0.04,1.41,0.77,0.37
352.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
353.000,0.93,0.84,0.22,0.04,1.41,0.77,0.37
353.250,0.93,0.84,0.22,0.04,1.41,0.77,0.37
353.500,0.93,0.84,0.22,0.04,1.41,0.77,0.37
353.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
354.000,0.93,0.84,0.22,0.04,1.41,0.77,0.37
354.250,0.93,0.84,0.22,0.04,1.41,0.77,0.37
354.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
354.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
355.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
355.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
355.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
355.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
356.000,0.93,0.84,0.22,0.04,1.41,0.77,0.37
356.250,0.93,0.84,0.22,0.04,1.41,0.77,0.37
356.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
356.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
357.000,0.93,0.84,0.22,0.04,1.41,0.77,0.37
357.250,0.93,0.84,0.22,0.04,1.41,0.77,0.37
357.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
357.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
358.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
358.250,0.93,0.84,0.22,0.04,1.41,0.77,0.37
358.500,0.93,0.84,0.22,0.04,1.41,0.77,0.37
358.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
359.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
359.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
359.500,0.93,0.84,0.22,0.04,1.41,0.77,0.37
359.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
360.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
360.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
360.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
360.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
361.000,0.93,0.84,0.22,0.04,1.41,0.77,0.37
361.250,0.93,0.84,0.22,0.04,1.41,0.77,0.37
361.500,0.93,0.84,0.22,0.04,1.41,0.77,0.37
361.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
362.000,0.93,0.84,0.22,0.04,1.41,0.77,0.37
362.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
362.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
362.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
363.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
363.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
363.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
363.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
364.000,0.93,0.84,0.22,0.04,1.59,0.91,0.43
364.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
364.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
364.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
365.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
365.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
365.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
365.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
366.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
366.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
366.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
366.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
367.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
367.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
367.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
367.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
368.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
368.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
368.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
368.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
369.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
369.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
369.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
369.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
370.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
370.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
370.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
370.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
371.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
371.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
371.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
371.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
372.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
372.250,0.93,0.84,0.21,0.04,1.35,0.73,0.35
372.500,0.93,0.84,0.21,0.04,1.35,0.73,0.35
372.750,0.93,0.84,0.21,0.04,1.35,0.73,0.35
373.000,0.93,0.84,0.21,0.04,1.35,0.73,0.35
373.250,0.93,0.84,0.21,0.04,1.35,0.73,0.35
373.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
373.750,0.93,0.84,0.21,0.04,1.41,0.77,0.37
374.000,0.93,0.84,0.21,0.04,1.35,0.73,0.35
374.250,0.93,0.84,0.21,0.04,1.35,0.73,0.35
374.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
374.750,0.93,0.84,0.21,0.04,1.35,0.73,0.35
375.000,0.93,0.84,0.21,0.04,1.35,0.73,0.35
375.250,0.93,0.84,0.21,0.04,1.35,0.73,0.35
375.500,0.93,0.84,0.21,0.04,1.35,0.73,0.35
375.750,0.93,0.84,0.21,0.04,1.35,0.73,0.35
376.000,0.93,0.84,0.21,0.04,1.35,0.73,0.35
376.250,0.93,0.84,0.21,0.04,1.35,0.73,0.35
376.500,0.93,0.84,0.21,0.04,1.35,0.73,0.35
376.750,0.93,0.84,0.21,0.04,1.35,0.73,0.35
377.000,0.93,0.84,0.21,0.04,1.35,0.73,0.35
377.250,0.93,0.84,0.21,0.04,1.41,0.77,0.37
377.500,0.93,0.84,0.21,0.04,1.35,0.73,0.35
377.750,0.93,0.84,0.21,0.04,1.35,0.73,0.35
378.000,0.93,0.84,0.21,0.04,1.35,0.73,0.35
378.250,0.93,0.84,0.21,0.04,1.23,0.64,0.32
378.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
378.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
379.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
379.250,0.93,0.84,0.22,0.04,1.35,0.73,0.35
379.500,0.93,0.84,0.22,0.04,1.35,0.73,0.35
379.750,0.93,0.84,0.22,0.04,1.35,0.73,0.35
380.000,0.93,0.84,0.22,0.04,1.35,0.73,0.35
380.250,0.93,0.84,0.22,0.04,1.41,0.77,0.37
380.500,0.93,0.84,0.22,0.04,1.41,0.77,0.37
380.750,0.93,0.84,0.22,0.04,1.41,0.77,0.37
381.000,0.93,0.84,0.23,0.04,1.41,0.77,0.37
381.250,0.93,0.84,0.23,0.04,1.41,0.77,0.37
381.500,0.93,0.84,0.23,0.04,1.41,0.77,0.37
381.750,0.93,0.84,0.23,0.04,1.41,0.77,0.37
382.000,0.93,0.84,0.23,0.04,1.41,0.77,0.37
382.250,0.93,0.84,0.23,0.04,1.47,0.81,0.39
382.500,0.94,0.84,0.23,0.04,1.41,0.77,0.37
382.750,0.94,0.84,0.23,0.04,1.47,0.81,0.39
383.000,0.94,0.84,0.23,0.04,1.47,0.81,0.39
383.250,0.94,0.84,0.23,0.04,1.47,0.81,0.39
383.500,0.94,0.84,0.23,0.04,1.53,0.86,0.41
383.750,0.94,0.84,0.24,0.04,1.53,0.86,0.41
384.000,0.94,0.84,0.24,0.04,1.47,0.81,0.39
384.250,0.94,0.84,0.24,0.04,1.47,0.81,0.39
384.500,0.94,0.84,0.24,0.04,1.35,0.73,0.35
384.750,0.94,0.84,0.24,0.04,1.53,0.86,0.41
385.000,0.94,0.84,0.24,0.04,1.53,0.86,0.41
385.250,0.94,0.84,0.24,0.04,1.53,0.86,0.41
385.500,0.94,0.84,0.24,0.04,1.53,0.86,0.41
385.750,0.94,0.84,0.24,0.04,1.53,0.86,0.41
386.000,0.94,0.84,0.24,0.04,1.53,0.86,0.41
386.250,0.94,0.84,0.24,0.04,1.59,0.91,0.43
386.500,0.94,0.84,0.25,0.04,1.59,0.91,0.43
386.750,0.94,0.84,0.25,0.04,1.59,0.91,0.43
387.000,0.94,0.84,0.25,0.04,1.59,0.91,0.43
387.250,0.94,0.84,0.25,0.04,1.59,0.91,0.43
387.500,0.94,0.84,0.25,0.04,1.59,0.91,0.43
387.750,0.94,0.84,0.25,0.04,1.53,0.86,0.41
388.000,0.94,0.84,0.25,0.04,1.59,0.91,0.43
388.250,0.94,0.84,0.25,0.04,1.66,0.95,0.45
388.500,0.95,0.84,0.25,0.04,1.66,0.95,0.45
388.750,0.94,0.84,0.26,0.04,1.66,0.95,0.45
389.000,0.95,0.84,0.26,0.04,1.72,1.00,0.46
389.250,0.95,0.84,0.26,0.04,1.72,1.00,0.46
389.500,0.95,0.84,0.26,0.04,1.66,0.95,0.45
389.750,0.95,0.84,0.26,0.04,1.47,0.81,0.39
390.000,0.95,0.84,0.26,0.04,1.66,0.95,0.45
390.250,0.95,0.84,0.26,0.04,1.66,0.95,0.45
390.500,0.95,0.84,0.26,0.04,1.66,0.95,0.45
390.750,0.95,0.84,0.26,0.04,1.72,1.00,0.46
391.000,0.95,0.84,0.26,0.04,1.66,0.95,0.45
391.250,0.95,0.84,0.26,0.04,1.72,1.00,0.46
391.500,0.95,0.84,0.26,0.04,1.72,1.00,0.46
391.750,0.95,0.84,0.26,0.04,1.72,1.00,0.46
392.000,0.95,0.84,0.27,0.04,1.72,1.00,0.46
392.250,0.95,0.84,0.27,0.04,1.72,1.00,0.46
392.500,0.95,0.84,0.27,0.04,1.72,1.00,0.46
392.750,0.95,0.84,0.27,0.04,1.72,1.00,0.46
393.000,0.95,0.84,0.27,0.04,1.59,0.91,0.43
393.250,0.95,0.84,0.27,0.04,1.72,1.00,0.46
393.500,0.95,0.84,0.27,0.04,1.72,1.00,0.46
393.750,0.95,0.84,0.27,0.04,1.72,1.00,0.46
394.000,0.95,0.84,0.27,0.04,1.72,1.00,0.46
394.250,0.95,0.84,0.27,0.04,1.72,1.00,0.46
394.500,0.95,0.84,0.27,0.04,1.72,1.00,0.46
394.750,0.95,0.84,0.27,0.04,1.72,1.00,0.46
395.000,0.95,0.84,0.27,0.04,1.78,1.05,0.48
395.250,0.95,0.84,0.27,0.04,1.78,1.05,0.48
395.500,0.95,0.84,0.27,0.04,1.78,1.05,0.48
395.750,0.95,0.84,0.27,0.04,1.78,1.05,0.48
396.000,0.95,0.84,0.28,0.04,1.78,1.05,0.48
396.250,0.95,0.84,0.28,0.04,1.72,1.00,0.46
396.500,0.95,0.84,0.28,0.04,1.78,1.05,0.48
396.750,0.95,0.84,0.28,0.04,1.78,1.05,0.48
397.000,0.95,0.84,0.28,0.04,1.78,1.05,0.48
397.250,0.95,0.84,0.28,0.04,1.78,1.05,0.48
397.500,0.95,0.84,0.28,0.04,1.78,1.05,0.48
397.750,0.95,0.84,0.28,0.05,1.78,1.05,0.48
398.000,0.95,0.84,0.28,0.04,1.78,1.05,0.48
398.250,0.95,0.84,0.28,0.04,1.78,1.05,0.48
398.500,0.95,0.84,0.28,0.05,1.78,1.05,0.48
398.750,0.95,0.84,0.28,0.05,1.85,1.10,0.50
399.000,0.95,0.84,0.28,0.04,1.78,1.05,0.48
399.250,0.95,0.84,0.28,0.04,1.78,1.05,0.48
399.500,0.95,0.84,0.28,0.05,1.85,1.10,0.50
399.750,0.95,0.84,0.28,0.04,1.85,1.10,0.50
400.000,0.96,0.84,0.28,0.05,1.78,1.05,0.48
400.250,0.96,0.84,0.28,0.04,1.85,1.10,0.50
400.500,0.95,0.84,0.28,0.05,1.85,1.10,0.50
400.750,0.95,0.84,0.28,0.05,1.91,1.15,0.52
401.000,0.95,0.84,0.28,0.05,1.98,1.20,0.54
401.250,0.96,0.84,0.28,0.05,1.85,1.10,0.50
401.500,0.96,0.84,0.28,0.04,1.85,1.10,0.50
401.750,0.95,0.84,0.28,0.05,1.85,1.10,0.50
402.000,0.96,0.84,0.29,0.04,1.85,1.10,0.50
402.250,0.95,0.84,0.29,0.04,1.85,1.10,0.50
402.500,0.96,0.84,0.29,0.05,1.85,1.10,0.50
402.750,0.96,0.84,0.29,0.04,1.85,1.10,0.50
403.000,0.96,0.84,0.29,0.04,1.85,1.10,0.50
403.250,0.96,0.84,0.29,0.05,1.85,1.10,0.50
403.500,0.96,0.84,0.29,0.04,1.85,1.10,0.50
403.750,0.96,0.84,0.29,0.04,1.91,1.15,0.52
404.000,0.96,0.84,0.29,0.05,1.91,1.15,0.52
404.250,0.96,0.84,0.29,0.05,1.85,1.10,0.50
404.500,0.96,0.84,0.29,0.05,1.85,1.10,0.50
404.750,0.96,0.84,0.29,0.04,1.85,1.10,0.50
405.000,0.96,0.84,0.29,0.05,1.91,1.15,0.52
405.250,0.96,0.84,0.29,0.04,1.85,1.10,0.50
405.500,0.96,0.84,0.29,0.05,1.91,1.15,0.52
405.750,0.96,0.84,0.29,0.04,1.91,1.15,0.52
406.000,0.96,0.84,0.29,0.05,1.91,1.15,0.52
406.250,0.96,0.84,0.29,0.05,1.91,1.15,0.52
406.500,0.96,0.84,0.29,0.05,1.91,1.15,0.52
406.750,0.96,0.84,0.29,0.05,1.91,1.15,0.52
407.000,0.96,0.84,0.29,0.05,1.85,1.10,0.50
407.250,0.96,0.84,0.29,0.05,1.85,1.10,0.50
407.500,0.96,0.84,0.29,0.05,1.91,1.15,0.52
407.750,0.96,0.84,0.29,0.05,1.91,1.15,0.52
408.000,0.96,0.84,0.29,0.04,1.91,1.15,0.52
408.250,0.96,0.84,0.29,0.05,1.91,1.15,0.52
408.500,0.96,0.84,0.29,0.05,1.91,1.15,0.52
408.750,0.96,0.84,0.29,0.05,1.91,1.15,0.52
409.000,0.96,0.84,0.29,0.05,1.91,1.15,0.52
409.250,0.96,0.84,0.29,0.05,1.91,1.15,0.52
409.500,0.96,0.84,0.30,0.05,1.91,1.15,0.52
409.750,0.96,0.84,0.30,0.05,1.91,1.15,0.52
410.000,0.96,0.84,0.30,0.05,1.91,1.15,0.52
410.250,0.96,0.84,0.30,0.05,1.91,1.15,0.52
410.500,0.96,0.84,0.30,0.05,1.91,1.15,0.52
410.750,0.96,0.84,0.30,0.05,1.91,1.15,0.52
411.000,0.96,0.84,0.30,0.05,1.91,1.15,0.52
411.250,0.96,0.84,0.30,0.05,1.91,1.15,0.52
411.500,0.96,0.84,0.30,0.05,1.91,1.15,0.52
411.750,0.96,0.84,0.30,0.05,1.91,1.15,0.52
412.000,0.96,0.84,0.30,0.05,1.91,1.15,0.52
412.250,0.96,0.84,0.30,0.05,1.91,1.15,0.52
412.500,0.96,0.84,0.30,0.05,1.91,1.15,0.52
412.750,0.96,0.84,0.30,0.05,1.91,1.15,0.52
413.000,0.96,0.84,0.30,0.05,1.91,1.15,0.52
413.250,0.96,0.84,0.30,0.05,1.91,1.15,0.52
413.500,0.96,0.84,0.30,0.05,1.91,1.15,0.52
413.750,0.96,0.84,0.30,0.05,1.91,1.15,0.52
414.000,0.96,0.84,0.30,0.05,1.85,1.10,0.50
414.250,0.96,0.84,0.30,0.04,1.98,1.20,0.54
414.500,0.96,0.84,0.30,0.05,1.98,1.20,0.54
414.750,0.96,0.84,0.30,0.05,1.98,1.20,0.54
415.000,0.96,0.84,0.30,0.05,1.98,1.20,0.54
415.250,0.96,0.84,0.30,0.05,1.98,1.20,0.54
415.500,0.96,0.84,0.30,0.05,2.04,1.25,0.56
415.750,0.96,0.84,0.30,0.04,1.98,1.20,0.54
416.000,0.96,0.84,0.30,0.05,1.98,1.20,0.54
416.250,0.96,0.84,0.30,0.05,1.98,1.20,0.54
416.500,0.96,0.84,0.30,0.04,1.98,1.20,0.54
416.750,0.96,0.84,0.30,0.05,1.98,1.20,0.54
417.000,0.96,0.84,0.30,0.05,1.98,1.20,0.54
417.250,0.96,0.84,0.30,0.05,1.91,1.15,0.52
417.500,0.96,0.84,0.30,0.05,1.98,1.20,0.54
417.750,0.96,0.84,0.30,0.05,1.98,1.20,0.54
418.000,0.96,0.84,0.30,0.05,1.91,1.15,0.52
418.250,0.96,0.84,0.30,0.05,1.98,1.20,0.54
418.500,0.96,0.84,0.30,0.05,1.98,1.20,0.54
418.750,0.96,0.84,0.30,0.05,2.04,1.25,0.56
419.000,0.96,0.84,0.30,0.05,1.98,1.20,0.54
419.250,0.96,0.84,0.30,0.04,1.98,1.20,0.54
419.500,0.96,0.84,0.30,0.05,1.98,1.20,0.54
419.750,0.96,0.84,0.30,0.05,1.98,1.20,0.54
420.000,0.96,0.84,0.30,0.05,1.98,1.20,0.54
420.250,0.96,0.84,0.30,0.05,1.98,1.20,0.54
420.500,0.96,0.84,0.30,0.05,1.98,1.20,0.54
420.750,0.96,0.84,0.31,0.04,1.98,1.20,0.54
421.000,0.96,0.84,0.30,0.05,1.98,1.20,0.54
421.250,0.96,0.84,0.31,0.05,1.98,1.20,0.54
421.500,0.96,0.84,0.31,0.05,1.98,1.20,0.54
421.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
422.000,0.96,0.84,0.31,0.05,1.98,1.20,0.54
422.250,0.96,0.84,0.31,0.05,1.85,1.10,0.50
422.500,0.96,0.84,0.31,0.04,1.98,1.20,0.54
422.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
423.000,0.96,0.84,0.31,0.05,1.98,1.20,0.54
423.250,0.96,0.84,0.31,0.05,1.98,1.20,0.54
423.500,0.96,0.84,0.31,0.05,1.98,1.20,0.54
423.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
424.000,0.96,0.84,0.31,0.04,2.04,1.25,0.56
424.250,0.96,0.84,0.31,0.04,1.98,1.20,0.54
424.500,0.96,0.84,0.31,0.05,1.98,1.20,0.54
424.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
425.000,0.96,0.84,0.31,0.05,1.98,1.20,0.54
425.250,0.96,0.84,0.31,0.05,1.98,1.20,0.54
425.500,0.96,0.84,0.31,0.05,1.98,1.20,0.54
425.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
426.000,0.96,0.84,0.31,0.04,1.98,1.20,0.54
426.250,0.96,0.84,0.31,0.05,1.98,1.20,0.54
426.500,0.96,0.84,0.31,0.05,1.98,1.20,0.54
426.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
427.000,0.96,0.84,0.31,0.04,1.98,1.20,0.54
427.250,0.96,0.84,0.31,0.05,1.98,1.20,0.54
427.500,0.96,0.84,0.31,0.05,1.98,1.20,0.54
427.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
428.000,0.96,0.84,0.31,0.05,1.98,1.20,0.54
428.250,0.96,0.84,0.31,0.04,1.98,1.20,0.54
428.500,0.96,0.84,0.31,0.05,1.98,1.20,0.54
428.750,0.96,0.84,0.31,0.05,2.04,1.25,0.56
429.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
429.250,0.96,0.84,0.31,0.05,1.98,1.20,0.54
429.500,0.96,0.84,0.31,0.05,1.98,1.20,0.54
429.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
430.000,0.96,0.84,0.31,0.05,1.98,1.20,0.54
430.250,0.97,0.84,0.31,0.04,1.98,1.20,0.54
430.500,0.96,0.84,0.31,0.05,1.98,1.20,0.54
430.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
431.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
431.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
431.500,0.96,0.84,0.31,0.04,1.98,1.20,0.54
431.750,0.97,0.84,0.31,0.05,1.98,1.20,0.54
432.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
432.250,0.96,0.84,0.31,0.05,1.98,1.20,0.54
432.500,0.97,0.84,0.31,0.05,1.98,1.20,0.54
432.750,0.97,0.84,0.31,0.04,1.98,1.20,0.54
433.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
433.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
433.500,0.97,0.84,0.31,0.05,1.98,1.20,0.54
433.750,0.97,0.84,0.31,0.04,1.98,1.20,0.54
434.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
434.250,0.97,0.84,0.31,0.04,2.04,1.25,0.56
434.500,0.96,0.84,0.31,0.05,1.98,1.20,0.54
434.750,0.97,0.84,0.31,0.05,1.98,1.20,0.54
435.000,0.97,0.84,0.31,0.05,1.78,1.05,0.48
435.250,0.97,0.84,0.31,0.05,2.04,1.25,0.56
435.500,0.97,0.84,0.31,0.05,2.04,1.25,0.56
435.750,0.97,0.84,0.31,0.05,1.98,1.20,0.54
436.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
436.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
436.500,0.97,0.84,0.31,0.05,1.98,1.20,0.54
436.750,0.97,0.84,0.31,0.05,1.98,1.20,0.54
437.000,0.97,0.84,0.31,0.05,2.04,1.25,0.56
437.250,0.97,0.84,0.31,0.04,1.98,1.20,0.54
437.500,0.97,0.84,0.31,0.05,2.04,1.25,0.56
437.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
438.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
438.250,0.97,0.84,0.31,0.04,1.98,1.20,0.54
438.500,0.97,0.84,0.31,0.05,1.98,1.20,0.54
438.750,0.96,0.84,0.31,0.05,1.98,1.20,0.54
439.000,0.97,0.84,0.31,0.04,1.98,1.20,0.54
439.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
439.500,0.97,0.84,0.31,0.05,1.98,1.20,0.54
439.750,0.97,0.84,0.31,0.05,1.98,1.20,0.54
440.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
440.250,0.97,0.84,0.31,0.05,1.91,1.15,0.52
440.500,0.97,0.84,0.31,0.05,1.78,1.05,0.48
440.750,0.97,0.84,0.31,0.04,1.98,1.20,0.54
441.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
441.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
441.500,0.97,0.84,0.31,0.05,2.04,1.25,0.56
441.750,0.97,0.84,0.31,0.05,1.98,1.20,0.54
442.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
442.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
442.500,0.97,0.84,0.31,0.04,1.98,1.20,0.54
442.750,0.97,0.84,0.31,0.04,1.98,1.20,0.54
443.000,0.97,0.84,0.31,0.04,1.98,1.20,0.54
443.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
443.500,0.97,0.84,0.31,0.05,1.98,1.20,0.54
443.750,0.97,0.84,0.31,0.05,1.98,1.20,0.54
444.000,0.97,0.84,0.31,0.04,1.98,1.20,0.54
444.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
444.500,0.97,0.84,0.31,0.05,1.98,1.20,0.54
444.750,0.97,0.84,0.31,0.04,1.98,1.20,0.54
445.000,0.97,0.84,0.31,0.04,2.04,1.25,0.56
445.250,0.97,0.84,0.31,0.04,1.98,1.20,0.54
445.500,0.97,0.84,0.31,0.04,2.04,1.25,0.56
445.750,0.97,0.84,0.31,0.05,1.98,1.20,0.54
446.000,0.97,0.84,0.31,0.04,1.98,1.20,0.54
446.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
446.500,0.97,0.84,0.31,0.05,2.04,1.25,0.56
446.750,0.97,0.84,0.31,0.04,1.98,1.20,0.54
447.000,0.97,0.84,0.31,0.05,2.04,1.25,0.56
447.250,0.97,0.84,0.31,0.05,2.04,1.25,0.56
447.500,0.97,0.84,0.31,0.05,1.98,1.20,0.54
447.750,0.97,0.84,0.31,0.04,1.98,1.20,0.54
448.000,0.97,0.84,0.31,0.04,1.98,1.20,0.54
448.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
448.500,0.97,0.84,0.31,0.05,1.91,1.15,0.52
448.750,0.97,0.84,0.31,0.05,1.98,1.20,0.54
449.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
449.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
449.500,0.97,0.84,0.31,0.05,1.98,1.20,0.54
449.750,0.97,0.84,0.31,0.05,1.98,1.20,0.54
450.000,0.97,0.84,0.31,0.04,1.98,1.20,0.54
450.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
450.500,0.97,0.84,0.31,0.04,2.04,1.25,0.56
450.750,0.97,0.84,0.31,0.04,2.04,1.25,0.56
451.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
451.250,0.97,0.84,0.31,0.05,2.04,1.25,0.56
451.500,0.97,0.84,0.31,0.04,1.98,1.20,0.54
451.750,0.97,0.84,0.32,0.05,2.04,1.25,0.56
452.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
452.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
452.500,0.97,0.84,0.32,0.05,1.98,1.20,0.54
452.750,0.97,0.84,0.31,0.04,1.98,1.20,0.54
453.000,0.97,0.84,0.32,0.05,1.98,1.20,0.54
453.250,0.97,0.84,0.31,0.05,1.98,1.20,0.54
453.500,0.97,0.84,0.32,0.05,1.98,1.20,0.54
453.750,0.97,0.84,0.31,0.05,2.04,1.25,0.56
454.000,0.97,0.84,0.31,0.05,1.98,1.20,0.54
454.250,0.97,0.84,0.32,0.05,1.98,1.20,0.54
454.500,0.97,0.84,0.32,0.05,2.04,1.25,0.56
454.750,0.97,0.84,0.32,0.05,1.98,1.20,0.54
455.000,0.97,0.84,0.32,0.04,1.98,1.20,0.54
455.250,0.97,0.84,0.32,0.04,1.98,1.20,0.54
455.500,0.97,0.84,0.32,0.05,1.98,1.20,0.54
455.750,0.97,0.84,0.32,0.05,1.98,1.20,0.54
456.000,0.97,0.84,0.32,0.05,1.98,1.20,0.54
456.250,0.97,0.84,0.32,0.04,1.98,1.20,0.54
456.500,0.97,0.84,0.32,0.05,1.98,1.20,0.54
456.750,0.97,0.84,0.32,0.05,1.98,1.20,0.54
